IoC,Type
http://89.23.98.98/file/ratecon.exe,domainname
http://89.23.98.98/file/rate_confirmation.vbs,domainname
http://89.23.98.98/file/Rateconfirm.exe,domainname
http://89.23.98.98/file/carrier.exe,domainname
http://185.217.197.84/file/remittance.exe,domainname
http://185.217.197.84/file/information_package.exe,domainname
https://live-samsaratrucking.com/true-tracking-32934.html,domainname
http://ambcrrm.com/,domainname
https://ambccm.com/Astra/index.html,domainname
https://idessit.com/fn.msi,domainname
https://ambccm.com/3.msi,domainname
https://ambcrrm.com/3.msi,domainname
0be3116a3edc063283f3693591c388eec67801cdd140a90c4270679e01677501,sha256
1cb4ff70f69c988196052eaacf438b1d453bbfb08392e1db3df97c82ed35c154,sha256
2c327087b063e89c376fd84d48af7b855e686936765876da2433485d496cb3a4,sha256
5390ba094cf556f9d7bbb00f90c9ca9e04044847c3293d6e468cb0aaeb688129,sha256
57e59b156a3ff2a3333075baef684f49c63069d296b3b036ced9ed781fd42312,sha256
5b30a5b71ef795e07c91b7a43b3c1113894a82ddffc212a2fa71eebc078f5118,sha256
5c71601717bed14da74980ad554ad35d751691b2510653223c699e1f006195b8,sha256
60d96087c35dadca805b9f0ad1e53b414bcd3341d25d36e0190f1b2bbfd66315,sha256
92c8b63b2dd31cf3ac6512f0da60dabd0ce179023ab68b8838e7dc16ef7e363d,sha256
a2f2e88a5e2a3d81f4b130a2f93fb60b3de34550a7332895a084099d99a3d436,sha256
b9677c50b20a1ed951962edcb593cce5f1ed9c742bc7bff827a6fc420202b045,sha256
cfb1e3cc05d575b86db6c85267a52d8f1e6785b106797319a72dd6d19b4dc317,sha256
e5812860a92edca97a2a04a3151d1247c066ed29ae6bbcf327d713fbad7e79e8,sha256
f74ebf0506dc3aebc9ba6ca1e7460d9d84543d7dadb5e9912b86b843e8a5b671,sha256
91.92.250.104,ip
1drv.fileshare.direct,domainname
adobe.cloudCreative.digital,domainname
certifysop.com,domainname
cethernet.com,domainname
dns-msn.com,domainname
drv2ms.com,domainname
drv.docstorage.link,domainname
drvmcprotect.com,domainname
fastshare.click,domainname
ilogicflow.com,domainname
linedrv.com,domainname
mcprotect.cloud,domainname
olminx.com,domainname
publicshare.link,domainname
sitepanel.top,domainname
webtimeapi.com,domainname
xeontime.com,domainname
heropersonas.com,domainname
https://bmtpakistan.com/solution/wp-content/plugins/one-click-demo-import/assets/asset.php,domainname
https://cmasedu.com/wp-content/plugins/kirki/inc/script.php,domainname
https://dstvdtt.co.za/wp-content/plugins/social-pug/assets/lib.php,domainname
https://graph.microsoft.com/v1.0/me/drive/root:/path/upload/world/266A25710006EF92,domainname
https://verisoftsystems.com/wp-content/plugins/optinmonster/views/upgrade-link-style.php,domainname
https://www.clinicabaru.co/wp-content/plugins/caldera-forms/ui/viewer-two/viewer-2.php,domainname
efb2f6452d7b0a63f6f2f4d8db49433259249df598391dd79f64df1ee3880a8d,sha256
a9aeb861817f3e4e74134622cbe298909e28d0fcc1e72f179a32adc637293a40,sha256
caa21a8f13a0b77ff5808ad7725ff3af9b74ce5b67426c84538b8fa43820a031,sha256
d37dc37fdcebbe0d265b8afad24198998ae8c3b2c6603a9258200ea8a1bd7b4a,sha256
53e2dec3e16a0ff000a8c8c279eeeca8b4437edb8ec8462bfbd9f64ded8072d9,sha256
827f7178802b2e92988d7cff349648f334bc86317b0b628f4bb9264285fccf5f,sha256
ee80f3e3ad43a283cbc83992e235e4c1b03ff3437c880be02ab1d15d92a8348a,sha256
de09ec092b11a1396613846f6b082e1e1ee16ea270c895ec6e4f553a13716304,sha256
d065623a7d943c6e5a20ca9667aa3c41e639e153600e26ca0af5d7c643384670,sha256
c08dd490860b54ae20fa9090274da9ffa1ba163f00d1e462e913cf8c68c11ac1,sha256
